q_id,ans
3398702,A
3398900,E
3398902,A
3399190,D
3399191,C
3399192,B
3399430,E
3399432,D
3399650,C
3399651,E
3399652,C
3399742,A
3399860,D
3399880,D
3399881,C
3399882,D
3400040,A
3400041,A
3400070,C
3400071,B
3400072,A
3400150,E
3400151,A
3400340,A
3400360,D
3400361,B
3400362,C
3400470,D
3400471,E
3400472,A
3400690,C
3400691,B
3400692,C
3400890,A
3400891,D
3401550,C
3401552,D
3401752,B
3401790,E
3401791,B
3402090,C
3402092,E
3402181,B
3402182,A
3402471,C
3402630,A
3402631,D
3402720,A
3402721,B
3402780,C
3402782,E
3403051,A
3403052,E
3403081,D
3403270,E
3403272,C
3403290,B
3403682,E
3403982,B
3404202,C
3404220,A
3404222,D
3404511,A
3405030,D
3405031,D
3405032,E
3405110,B
3405111,C
3405290,B
3405291,C
3405292,A
3405590,C
3405732,D
3405771,D
3405772,D
3405940,E
3405941,D
3405942,A
3406370,D
3406371,E
3406372,C
3406420,E
3406421,C
3406422,B
3406460,E
3406461,D
3406462,C
3406540,C
3406541,C
3406542,D
3406581,E
3406651,A
3406652,D
3406970,C
3406971,A
3406972,E
3407011,B
3407012,D
3407040,E
3407371,E
3407781,A
3407810,E
3408040,A
3408041,E
3408410,C
3408412,A
3408430,D
3408440,B
3408840,B
3408940,E
3408942,A
3408990,E
3409220,E
3409221,D
3409222,A
3409300,B
3409301,C
3409302,D
3409342,E
3409982,A
3410060,A
3410061,C
3410101,E
3410102,B
3410112,E
3410170,D
3410171,D
3410172,E
3410410,A
3410411,D
3410481,D
3410482,D
3410581,D
3410582,A
3410670,A
3410671,E
3410672,E
3410940,E
3410941,E
3411111,D
3411112,C
3411130,D
3411281,C
3411282,E
3411320,B
3411321,E
3411322,C
3411370,E
3411371,A
3411640,B
3411642,D
3412270,B
3412300,E
3412301,E
3412460,D
3412461,E
3412471,E
3412472,C
3412960,B
3412961,A
3412962,D
3412990,C
3412991,C
3413091,D
3413180,D
3413182,A
3413630,A
3413631,A
3413632,E
3413890,C
3413891,E
3413930,A
3413931,A
3413932,E
3413970,C
3413971,E
3413972,E
3414010,A
3414011,D
3414012,A
3414090,B
3414091,E
3414690,C
3414691,B
3414870,A
3415671,E
3416031,E
3416200,D
3416201,E
3416202,C
3416351,A
3416352,E
3416450,E
3416451,C
3416590,C
3416591,C
3416760,A
3416761,D
3416762,A
3416780,E
3416810,A
3416812,D
3417001,A
3417121,C
3417190,C
3417250,D
3417251,B
3417520,C
3417750,E
3417751,D
3417780,E
3417781,D
3417782,A
3418010,E
3418012,E
3418041,A
3418151,A
3418152,A
3418180,A
3418181,D
3418182,E
3418281,D
3418282,E
3418380,A
3418381,C
3418382,E
3418561,A
3418562,A
3418570,E
3418571,C
3418680,C
3418681,C
3418682,C
3418740,A
3418742,A
3419100,D
3419101,B
3419102,C
3419211,C
3419212,E
3419290,D
3419291,A
3419292,A
3419330,A
3419331,C
3419332,E
3419501,C
3419502,B
3419570,E
3419571,E
3419572,C
3419690,A
3419691,B
3419692,C
3419731,A
3420060,C
3420061,D
3420062,E
3420130,D
3420131,D
3420132,C
3420250,E
3420251,E
3420252,D
3420510,D
3420512,C
3420602,E
3421000,A
3421001,D
3421282,E
3421421,C
3421422,A
3421460,E
3421461,D
3421462,A
3421650,C
3421651,A
3421652,E
3421861,E
3421862,A
3422040,E
3422041,C
3422042,E
3422321,A
3422322,C
3422440,D
3422600,C
3422601,A
3422710,E
3422711,A
3422712,E
3422730,D
3422732,E
3422830,E
3422831,C
3422832,D
3422930,C
3422931,C
3422951,B
3422952,E
3423020,B
3423021,E
3423220,E
3423221,A
3423222,A
3423350,C
3423351,A
3423352,E
3423670,A
3423671,E
3423672,C
3423770,E
3423771,A
3423800,D
3423802,B
3423871,E
3423872,B
3423940,E
3423942,B
3423970,C
3423972,E
3424030,A
3424032,C
3424420,A
3424422,B
3424480,D
3424481,D
3424600,D
3424602,A
3424761,A
3424762,E
3424791,E
3424792,E
3424901,C
3424902,C
3424990,A
3425150,E
3425151,A
3425152,C
3425210,C
3425212,E
3425662,B
3425931,D
3425932,E
3426140,D
3426141,E
3426142,B
3426321,E
3426330,E
3426332,C
3426491,B
3426492,B
3426502,A
3426751,D
3426752,C
3426820,A
3426821,A
3427111,C
3427112,A
3427621,A
3427622,C
3427652,A
3427701,A
3427702,C
3428001,D
3428002,A
3428142,D
3428171,C
3428191,D
3428310,E
3428311,B
3428312,D
3428490,B
3428491,A
3428492,C
3428690,A
3428691,E
3428692,A
3429290,D
3429291,E
3429292,D
3429331,A
3429332,B
3429580,E
3429581,D
3429582,C
3429710,D
3430310,E
3430312,C
3430382,E
3430530,D
3430532,C
3430590,E
3430591,A
3430620,D
3430622,D
3430680,D
3430682,C
3430760,D
3430761,D
3430762,A
3431492,D
3431570,E
3431571,A
3431870,C
3431871,A
3431872,A
3431930,E
3431931,A
3431980,B
3431981,D
3431982,C
3432130,E
3432131,E
3432180,C
3432181,A
3432182,D
3432290,D
3432292,A
3432480,B
3432481,E
3432540,D
3432542,D
3433151,B
3433152,C
3433250,D
3433251,A
3433252,C
3433940,C
3433941,C
3434010,C
3434012,D
3434100,A
3434101,A
3434102,C
3434130,E
3434131,B
3434241,A
3434450,A
3434530,B
3434531,D
3434550,C
3434552,D
3434580,C
3434582,B
3434660,A
3434662,D
3434812,A
3434961,A
3434962,D
3435040,B
3435041,E
3435042,D
3435060,B
3435061,D
3435240,C
3435241,A
3435242,B
3435340,E
3435341,D
3435342,C
3435430,A
3435432,E
3435520,E
3435521,D
3435610,B
3435611,C
3435612,C
3435710,D
3435711,A
3435991,D
3435992,A
3436030,A
3436032,D
3436060,E
3436061,E
3436290,B
3436292,A
3436421,D
3436430,E
3436431,E
3436620,B
3436621,D
3436801,C
3436802,A
3436921,A
3436922,D
3437030,A
3437031,C
3437032,C
3437060,E
3437061,E
3437080,B
3437081,C
3437530,E
3437531,E
3437690,A
3437691,A
3437740,A
3437742,A
3438030,A
3438032,E
3438200,C
3438201,D
3438210,E
3438212,C
3438520,A
3438521,B
3438522,B
3438670,C
3438671,A
3439030,A
3439031,C
3439032,D
3439140,E
3439141,E
3439142,B
3439340,A
3439341,C
3439342,A
3439372,B
3439512,E
3439540,B
3439542,B
3439632,B
3439670,D
3439671,D
3439720,D
3439721,D
3439722,B
3439761,D
3439762,A
3439782,B
3440030,A
3440031,A
3440050,C
3440051,C
3440130,A
3440132,B
3440250,D
3440251,A
3440252,A
3440290,A
3440292,D
3440452,B
3440592,D
3440940,C
3440941,D
3441000,B
3441002,E
3441250,E
3441252,C
3441540,E
3441940,D
3441941,D
3441942,D
3441970,C
3442051,A
3442052,C
3442220,B
3442221,B
3442222,D
3442290,D
3442291,B
3442292,D
3442311,E
3442312,C
3442681,A
3442682,A
3442711,A
3442790,D
3442791,C
3443070,E
3443071,D
3443081,B
3443082,E
3443140,B
3443141,D
3443142,E
3443250,E
3443640,B
3443642,E
3443681,B
3443682,D
3443970,B
3443971,D
3444100,E
3444101,A
3444391,C
3444392,A
3444831,C
3444832,D
3444881,C
3444981,C
3445130,D
3445131,B
3445132,A
3445210,A
3445212,C
3445480,B
3445551,A
3445552,A
3445612,A
3446111,E
3446112,A
3446141,A
3446210,D
3446211,B
3446212,B
3446241,E
3446242,A
3446330,B
3446331,E
3446332,D
3446540,B
3447020,A
3447021,C
3447300,D
3447410,E
3447440,D
3447441,D
3447580,D
3447581,D
3447582,D
3447621,B
3447950,D
3448160,E
3448161,C
3448311,D
3448312,B
3448321,E
3448322,A
3448440,C
3448442,B
3448600,D
3448622,B
3448751,E
3448780,C
3448782,D
3448810,E
3448812,A
3448880,D
3448881,C
3448882,D
3448972,D
3449031,C
3449032,E
3449091,C
3449092,D
3449280,A
3449281,E
3449282,E
3449300,C
3449301,A
3449302,C
3449420,A
3449421,D
3449550,B
3449551,C
3449552,C
3450270,B
3450271,C
3450272,A
3450290,B
3450292,B
3450630,C
3450632,C
3450680,D
3450681,D
3450682,A
3450712,D
3451250,E
3451251,A
3451252,E
3451340,C
3451341,E
3451360,E
3451362,D
3451370,D
3451371,C
3451390,A
3451391,C
3451540,D
3451541,D
3451542,D
3451601,D
3451602,B
3452091,C
3452112,B
3452241,D
3452242,B
3452291,C
3452292,B
3452452,C
3452520,B
3452610,A
3452750,B
3452880,D
3452940,C
3453290,E
3453530,E
3453561,D
3453610,A
3453612,E
3453760,B
3453761,D
3453801,E
3453802,B
3453850,C
3453851,A
3453852,B
3453891,B
3453892,D
3453970,A
3453972,B
3454002,A
3454011,A
3454111,C
3454112,E
3454191,E
3454340,D
3454560,A
3454561,E
3454661,D
3454662,E
3454691,A
3454970,C
3454971,B
3454972,E
3454990,A
3455072,D
3455201,D
3455202,A
3455350,E
3455352,C
3455360,E
3455361,A
3455591,A
3455600,D
3455602,C
3455800,A
3455801,A
3455950,D
3455951,E
3455952,C
3456180,D
3456652,A
3457111,D
3457112,E
3457820,C
3457822,E
3457870,A
3457872,C
3458220,D
3458221,C
3458222,E
3458231,A
3458380,D
3458382,A
3458472,A
3458480,D
3458482,C
3458490,E
3458491,E
3458690,D
3458692,A
3458812,C
3458842,C
3459300,C
3459301,C
3459411,B
3459412,D
3459602,C
3459610,A
3459612,C
3459792,C
3459802,A
3459881,E
3459930,B
3459931,E
3459932,D
3459982,B
3460060,C
3460061,B
3460112,B
3460130,D
3460132,D
3460671,B
3460672,B
3460710,A
3460711,D
3460712,C
3460830,A
3460831,A
3460832,A
3460890,D
3460891,D
3460892,C
3461070,D
3461071,D
3461072,B
3461121,B
3461380,A
3461382,C
3461400,E
3461402,A
3461541,D
3461752,C
3461851,C
3462072,E
3462141,C
3462142,C
3462321,A
3462322,A
3462590,E
3462591,A
3462592,B
3462620,E
3462621,C
3462622,C
3462652,D
3462750,E
3462751,D
3462752,E
3463340,C
3463342,D
3463370,D
3463371,B
3463372,D
3463430,C
3463431,A
3463432,B
3463770,A
3463771,E
3464120,A
3464122,D
3464820,C
3464821,E
3464822,C
3465170,A
3465172,D
3465600,D
3465602,A
3465770,E
3465772,E
3465860,E
3465861,B
3465862,E
3465872,C
3465890,B
3465892,E
3465960,A
3465962,D
3466050,E
3466051,B
3466052,A
3466210,A
3466211,D
3466212,E
3466332,B
3466380,D
3466381,A
3466382,E
3466410,D
3466412,E
3466420,D
3466421,C
3466422,D
3466450,C
3466451,D
3466452,C
3466871,C
3466872,C
3467021,A
3467031,E
3467032,B
3467071,B
3467072,D
3467160,B
3467162,E
3467170,C
3467520,E
3467521,C
3467522,D
3467591,E
3467592,C
3467740,D
3467880,D
3467881,D
3467882,A
3468210,C
3468411,D
3468630,D
3468631,D
3468632,D
3468652,C
3468751,C
3468800,D
3468802,A
3469040,A
3469042,D
3469050,A
3469051,D
3469052,C
3469320,D
3469321,D
3469322,A
3469340,D
3469341,E
3469342,A
3469400,A
3469401,D
3469402,C
3469540,D
3469541,A
3469650,A
3469651,E
3469652,C
3469680,D
3469681,B
3469720,D
3469850,A
3469851,D
3469852,E
3470181,D
3470182,A
3470230,A
3470231,A
3470390,A
3470391,D
3470580,D
3470581,C
3470582,B
3470871,A
3470872,A
3470990,C
3470991,A
3470992,A
3471131,D
3471132,C
3471420,D
3471422,E
3471440,E
3471441,B
3471450,D
3471451,B
3471500,C
3471501,E
3471630,C
3471632,B
3471702,E
3471710,A
3471712,A
3471720,E
3471721,D
3471722,B
3471740,D
3471741,A
3471742,A
3471790,C
3471791,A
3471792,D
3472032,A
3472102,A
3472162,B
3472280,A
3472331,C
3472332,E
3472650,A
3472652,B
3472760,E
3472761,C
3472762,E
3473350,D
3473520,E
3473521,E
3473522,D
3473670,D
3473671,A
3473672,B
3473700,E
3473701,A
3473702,C
3473770,C
3473772,B
3473892,B
3473900,B
3473902,C
3474220,E
3474221,C
3474222,A
3474530,C
3474532,A
3474560,A
3474562,E
3474600,C
3474601,E
3474602,C
3475060,C
3475062,D
3475290,D
3475292,C
3475352,D
3475440,C
3475441,D
3475442,B
3475571,A
3475572,C
3475580,C
3475581,D
3475582,D
3475680,D
3475681,B
3475682,D
3476120,B
3476121,C
3476122,D
3476200,E
3476201,A
3476202,A
3476300,B
3476301,A
3476481,A
3476482,D
3476501,C
3476502,C
3476640,D
3476641,D
3476642,D
3476660,D
3476661,E
3476750,A
3476751,E
3476752,A
3476880,D
3476881,E
3476930,B
3476932,C
3476950,C
3476951,E
3476952,B
3477240,B
3477241,B
3477242,B
3477400,A
3477402,C
3477471,A
3477531,C
3477532,D
3477660,D
3477661,E
3477662,C
3477680,A
3477682,A
3477721,B
3477722,D
3477901,D
3477902,E
3478180,E
3478181,E
3478190,A
3478191,E
3478231,E
3478232,B
3478360,C
3478361,D
3478480,C
3478481,D
3478791,A
3479251,A
3479300,C
3479301,C
3479360,C
3479500,A
3479501,A
3479531,B
3479652,B
3479820,C
3479821,D
3479950,B
3479951,E
3480120,D
3480121,E
3480150,E
3480151,A
3480451,C
3480452,D
3480590,A
3480591,A
3480830,D
3480831,C
3480870,B
3480871,D
3480872,D
3480910,A
3480911,B
3480920,D
3480921,C
3481400,D
3481401,C
3481620,D
3481621,C
3481860,E
3482160,E
3482350,D
3482351,E
3482430,C
3482431,C
3482510,D
3482511,D
3482512,C
3482631,D
3482632,A
3483060,A
3483061,D
3483062,D
3483710,E
3483711,B
3483712,E
3483790,B
3483791,B
3484000,D
3484001,C
3484002,E
3484470,C
3484471,C
3484472,B
3484690,B
3484691,C
3484740,A
3484741,D
3484742,C
3484750,A
3484751,C
3484752,E
3484810,D
3484812,E
3484830,B
3484832,C
3484880,C
3484882,B
3484940,C
3484960,D
3484961,E
3484962,D
3485190,C
3485191,A
3485220,D
3485222,D
3485241,E
3485242,C
3485710,E
3485712,E
3485840,D
3485841,A
3485940,D
3485941,C
3485942,B
3486312,C
3486480,C
3486481,E
3486482,C
3486540,D
3486541,D
3486542,D
3486692,E
3487010,A
3487011,A
3487012,E
3487080,B
3487081,A
3487200,C
3487202,C
3487300,A
3487911,C
3487931,C
3487951,E
3488290,A
3488291,A
3488381,D
3488542,B
3488871,C
3488961,B
3489130,A
3489131,E
3489132,B
3489291,C
3489292,E
3489310,C
3489311,A
3489312,C
3489411,E
3489412,A
3489730,A
3489731,E
3489732,A
3489820,E
3489821,A
3489822,A
3489910,C
3490060,E
3490210,C
3490211,A
3490212,D
3490900,C
3490901,A
3490902,D
3490980,E
3490981,A
3490982,E
3491010,C
3491300,B
3491301,C
3491302,B
3491520,D
3491521,D
3491522,D
3491840,A
3491841,B
3491842,E
3491850,A
3491851,A
3491852,A
3491990,D
3491991,B
3491992,C
3492030,D
3492031,D
3492032,D
3493021,A
3493022,C
3493100,C
3493101,D
3493102,E
3493210,A
3493211,B
3493241,E
3493242,A
3493440,E
3493441,C
3494020,A
3494021,C
3494140,C
3494141,E
3494180,C
3494181,E
3494182,E
3494300,C
3494301,C
3494370,E
3494590,C
3494592,D
3494690,D
3494830,D
3494850,A
3494852,D
3494860,A
3494891,A
3494892,D
3495250,C
3495251,E
3495590,E
3495592,A
3495752,B
3495791,A
3495792,A
3495901,D
3495902,D
3495940,D
3495941,A
3496110,D
3496111,A
3496162,A
3496220,A
3496422,D
3496471,E
3496472,A
3496760,A
3496761,C
3496762,E
3496780,E
3496782,A
3496890,B
3496891,E
3496970,D
3496971,D
3496972,C
3497370,E
3497371,D
3497540,D
3497541,C
3497542,A
3497760,B
3497761,D
3497940,D
3497941,A
3497942,D
3498042,A
3498220,C
3498221,B
3498222,E
3498370,C
3498372,A
3498412,C
3498602,D
3498680,D
3498880,A
3498882,D
3498961,D
3498962,A
3499150,D
3499180,A
3499182,E
3499260,C
3499261,D
3499262,A
3499362,C
3499641,D
3499642,C
3500001,C
3500002,C
3500022,C
3500030,C
3500031,E
3500032,D
3500192,C
3500231,A
3500350,A
3500351,C
3500511,E
3500540,E
3500541,E
3500542,A
3500680,E
3500681,C
3500731,A
3500751,D
3500840,A
3500842,A
3500990,C
3501071,D
3501072,A
3501112,C
3501220,D
3501322,A
3501331,A
3501342,E
3501481,E
3501482,A
3501602,A
3501672,E
3501710,D
3501712,B
3502140,C
3502301,C
3502311,A
3502312,A
3502511,A
3502512,A
3502700,D
3502701,D
3502781,B
3502782,E
3502891,A
3502892,A
3503090,A
3503092,B
3503340,A
3503342,B
3503400,E
3503401,D
3503402,E
3503410,C
3503861,A
3503862,E
3503880,B
3503882,D
3504050,C
3504052,B
3504160,C
3504440,A
3504442,A
3504471,E
3504570,D
3504630,A
3504631,E
3504632,E
3504852,D
3504880,C
3504882,C
3504910,D
3504911,D
3504912,C
3505050,A
3505221,C
3505222,D
3506070,D
3506072,B
3506141,B
3506191,E
3506231,A
3506232,D
3506391,D
3506480,D
3506481,D
3506482,E
3506490,B
3506631,B
3506681,A
3506751,C
3506791,D
3506860,C
3506861,D
3506880,D
3506881,C
3506941,A
3507210,A
3507361,D
3507362,D
3507891,E
3507991,E
3508330,A
3508551,D
3508552,A
3508600,D
3508601,A
3508602,E
3508740,D
3508840,B
3508970,D
3508971,D
3508972,E
3508980,B
3508981,C
3508982,D
3509300,C
3509301,A
3509590,B
3509611,C
3509612,C
3509660,B
3509661,C
3509662,B
3509740,E
3509741,C
3509742,C
3509750,E
3509880,C
3509881,E
3509882,B
3510170,C
3510171,D
3510172,D
3510341,A
3510342,E
3510530,E
3510531,E
3510532,B
3510570,B
3510572,E
3510811,D
3510812,D
3510961,D
3510962,A
3511270,B
3511271,A
3511300,D
3511301,D
3511330,E
3511331,A
3511332,D
3511400,A
3511401,C
3511402,D
3511490,D
3511491,E
3511492,E
3511660,B
3511661,A
3511662,E
3511830,D
3511831,E
3512871,C
3512872,A
3512970,E
3513190,B
3513191,B
3513192,D
3513310,D
3513311,A
3513312,A
3513350,C
3513351,E
3513450,E
3513452,B
3513510,E
3513512,A
3513620,C
3513622,C
3513690,A
3513692,C
3513960,A
3513962,E
3514630,A
3514631,A
3514632,A
3514661,D
3514891,A
3514892,D
3515040,E
3515042,D
3515281,D
3515282,C
3515300,D
3515301,A
3515302,D
3515541,A
3515542,D
3515570,A
3515571,D
3515590,E
3515592,A
3515771,C
3515881,C
3515882,E
3515891,D
3515900,A
3515902,C
3515970,A
3515971,A
3515981,A
3516090,E
3516091,E
3516092,A
3516200,C
3516202,C
3516210,D
3516211,C
3516212,E
3516260,C
3516261,E
3516262,E
3516671,A
3516672,B
3516830,B
3516831,A
3516832,C
3517111,D
3517112,D
3517150,D
3517152,B
3517440,D
3517441,C
3517470,D
3517471,A
3517472,C
3517870,D
3517871,D
3517931,A
3518080,C
3518081,B
3518100,D
3518101,A
3518102,D
3518230,B
3518231,B
3518232,B
3518400,A
3518401,E
3518681,E
3518682,D
3518751,D
3518752,A
3518870,E
3518871,D
3518872,C
3519031,E
3519032,D
3519041,C
3519042,E
3519300,D
3519301,C
3519302,A
3519380,C
3519382,C
3519670,D
3519672,D
3519750,D
3519752,E
3520000,E
3520051,A
3520072,A
3520110,C
3520112,E
3520270,D
3520272,D
3520800,A
3520930,A
3520932,D
3521110,D
3521112,C
3521130,A
3521132,C
3521270,B
3521271,E
3521512,A
3521840,C
3521841,D
3521842,D
3521940,D
3521942,A
3521960,C
3521961,E
3521962,A
3522062,C
3522141,A
3522170,B
3522172,C
3522280,C
3522281,C
3522282,A
3522340,C
3522341,B
3522342,D
3522350,C
3522351,A
3522352,D
3522570,E
3522572,C
3522591,C
3522592,A
3522862,A
3523020,A
3523021,A
3523022,A
3523070,C
3523072,B
3523340,C
3523611,C
3523612,D
3523770,A
3523771,C
3523772,A
3524181,D
3524220,B
3524221,A
3524452,A
3524782,E
3524801,C
3524811,D
3524812,D
3524911,C
3524951,C
3524952,A
3524961,D
3524962,A
3525071,D
3525072,B
3525332,C
3525380,A
3525381,B
3525491,C
3525492,E
3525520,B
3525521,E
3525522,D
3525760,E
3525761,D
3525762,D
3525820,E
3525821,E
3525822,C
3525841,A
3525842,C
3525870,D
3525872,C
3526182,C
3526520,A
3526521,E
3526522,D
3526710,B
3526711,C
3526810,B
3526811,A
3526840,C
3526841,C
3526942,D
3527031,C
3527032,A
3527290,D
3527291,B
3527342,A
3527441,D
3527442,C
3527480,C
3527481,D
3527482,C
3527550,B
3527551,A
3527552,A
3527600,A
3527602,A
3527611,C
3527612,C
3527890,C
3527891,E
3527941,C
3527942,D
3528951,D
3528952,B
3529000,A
3529001,A
3529002,E
3529010,A
3529370,D
3529372,D
3529491,E
3529492,D
3529782,E
3530010,A
3530011,A
3530282,C
3530510,B
3530511,A
3530512,E
3530670,C
3530671,A
3530962,E
3531080,C
3531082,A
3531300,A
3531301,E
3531302,A
3531360,A
3531492,B
3531800,E
3531802,A
3532312,C
3532750,A
3532951,B
3532952,C
3532991,D
3532992,D
3533000,B
3533001,C
3533002,A
3533170,E
3533200,C
3533202,D
3533210,D
3533211,C
3533472,B
3533981,E
3534050,B
3534080,D
3534082,E
3534090,C
3534110,C
3534112,D
3534351,D
3534352,C
3534460,A
3534462,C
3534891,D
3535050,B
3535051,C
3535090,E
3535091,C
3535092,D
3535101,D
3535102,E
3535180,D
3535181,A
3535182,A
3535362,A
3535510,A
3535511,A
3535512,D
3535580,A
3535581,E
3535620,C
3535621,D
3535622,D
3535770,E
3535771,A
3535930,A
3535931,C
3535952,E
3536241,D
3536441,C
3536660,A
3536950,E
3536952,B
3537482,D
3538070,A
3538080,C
3538082,D
3538170,C
3538171,A
3538172,D
3538300,A
3538302,C
3538360,E
3538361,D
3538890,E
3538891,B
3538892,D
3538980,D
3539090,D
3539091,B
3539092,E
3539201,A
3539350,E
3539481,D
3539531,A
3539532,E
3539640,A
3539641,D
3539682,B
3539690,E
3539691,D
3539700,A
3539701,B
3539771,C
3539772,A
3539810,C
3539811,D
3539812,C
3539891,B
3540191,E
3540270,D
3540271,A
3540272,D
3540411,A
3540412,C
3540610,E
3540611,A
3540612,A
3540881,A
3540882,A
3540981,A
3541210,C
3541211,C
3541212,E
3541260,E
3541261,A
3541262,B
3541321,B
3541652,D
3541740,B
3541741,D
3541742,D
3542022,B
3542120,D
3542121,A
3542411,E
3542412,E
3542420,B
3542421,E
3542422,D
3542541,D
3542542,E
3542781,C
3542782,E
3543031,D
3543032,C
3543072,D
3543212,E
3543332,D
3543691,D
3543692,D
3543981,A
3543982,B
3544240,E
3544242,C
3544250,A
3544252,E
3544600,C
3544601,A
3544602,D
3545071,E
3545072,A
3545330,D
3545371,C
3545392,B
3545400,A
3545402,D
3545472,B
3545590,A
3545720,D
3545721,A
3545841,D
3545842,E
3546060,C
3546061,B
3546062,C
3546570,E
3546571,C
3546621,E
3546622,D
3546850,C
3546852,E
3547240,D
3547241,E
3547242,A
3547290,D
3547291,E
3547292,D
3547360,E
3547361,C
3547362,D
3547442,C
3547530,E
3547531,C
3547991,E
3547992,A
3548140,D
3548141,E
3548320,B
3548681,A
3549290,C
3549291,A
3549481,C
3549482,E
3549670,E
3549672,D
3549760,C
3549780,E
3549781,B
3550000,A
3550001,E
3550002,B
3550401,C
3550570,E
3550571,D
3550572,A
3550880,E
3550881,A
3550882,D
3551061,B
3551230,A
3551240,D
3551241,E
3551371,E
3551430,E
3551431,E
3551680,D
3551681,C
3551682,E
3551690,D
3551691,D
3551692,C
3551790,D
3551791,E
3551792,B
3551830,E
3551831,B
3551832,E
3551970,A
3551971,C
3551972,D
3552140,E
3552141,E
3552211,A
3552212,E
3552280,D
3552282,D
3552340,D
3552341,E
3552400,C
3552401,E
3552470,C
3552471,D
3552472,E
3552561,B
3552570,C
3552572,B
3552630,D
3552631,E
3552632,D
3552720,D
3552722,D
3552971,B
3553040,C
3553041,D
3553250,D
3553420,E
3553700,E
3553701,A
3553941,D
3554100,D
3554180,E
3554182,E
3554240,E
3554242,B
3554300,E
3554302,A
3554410,D
3554500,C
3554502,D
3554530,E
3554710,C
3554712,A
3555130,A
3555132,C
3555520,E
3555521,D
3555522,E
3555690,D
3555691,E
3555692,E
3555750,B
3556100,E
3556102,C
3556320,A
3556321,A
3556600,D
3556601,C
3556602,B
3556770,D
3556771,A
3556772,D
3557561,B
3557562,C
3557620,E
3557621,C
3557622,B
3557760,A
3557762,A
3557771,E
3557772,E
3557850,E
3557851,C
3558172,B
3558190,D
3558191,A
3558192,E
3558260,B
3558510,A
3558511,E
3558512,E
3558600,C
3558690,D
3558691,E
3558692,D
3558710,E
3558711,D
3558810,E
3558811,B
3559050,C
3559080,B
3559081,C
3559190,A
3559191,E
3559560,A
3559710,E
3559711,C
3559740,C
3559741,E
3560020,B
3560021,C
3560910,D
3560921,A
3560922,A
3560940,C
3560941,D
3560942,C
3561251,C
3561310,C
3561311,D
3561450,D
3561451,E
3561452,E
3561690,D
3561811,D
3562361,A
3562410,E
3562411,E
3562480,E
3562481,A
3562482,B
3562630,B
3562631,C
3562760,A
3562930,B
3562931,A
3562980,E
3562981,B
3562982,A
3563140,D
3563141,D
3563230,D
3563231,D
3563490,C
3563491,D
3563511,E
3563580,D
3563581,A
3563582,A
3563790,A
3563791,C
3563800,C
3563870,D
3563941,B
3564000,A
3564001,B
3564060,B
3564061,A
3564140,B
3564141,E
3564210,D
3564240,A
3564241,B
3564271,E
3564280,A
3564281,D
3564321,D
3564560,C
3564780,E
3564900,D
3564901,D
3564940,E
3564941,D
3564942,A
3564980,C
3564981,E
3565000,B
3565051,A
3565070,A
3565072,D
3565280,A
3565281,C
3565310,E
3565330,C
3565331,B
3565332,B
3565440,D
3565441,C
3565442,B
3565700,A
3565860,A
3565862,B
3566120,D
3566121,D
3566122,C
3566220,A
3566221,D
3566222,C
3566230,A
3566231,E
3566232,E
3566320,D
3566321,A
3566322,B
3566480,D
3566481,D
3566482,B
3566600,A
3566602,D
3566620,D
3566621,D
3566622,C
3567080,D
3567081,A
3567250,B
3567252,D
3567331,D
3567332,B
3567400,D
3567401,E
3567402,A
3567421,E
3567422,C
3567870,D
3567900,A
3568002,B
3568270,A
3568281,D
3568282,C
3568360,D
3568631,D
3568770,C
3568771,B
3568772,C
3568780,D
3568781,C
3568782,E
3569061,C
3569201,C
3569230,D
3569371,C
3569372,B
3569491,E
3569492,A
3569501,A
3569502,E
3569530,D
3569531,E
3569532,C
3569670,A
3569672,D
3570240,E
3570242,D
3570440,E
3570442,B
3570600,D
3570810,C
3570812,E
3570960,E
3570961,C
3570962,E
3571090,B
3571092,E
3571760,E
3571761,C
3571762,A
3571940,B
3571941,E
3571942,E
3572191,D
3572192,A
3572290,A
3572292,C
3572382,B
3572540,C
3572541,C
3572542,A
3572550,C
3572552,D
3572650,C
3572651,D
3572652,A
3572781,A
3572790,D
3572791,A
3572792,A
3572912,B
3573031,E
3573032,E
3573121,E
3573122,C
3573170,E
3573171,E
3573220,A
3573221,D
3573222,E
3573311,A
3573312,E
3573350,E
3573352,C
3573541,A
3573542,D
3573561,B
3573562,C
3573650,A
3573652,D
3573790,D
3573791,D
3573830,C
3573831,D
3573832,C
3573850,E
3573860,D
3573862,A
3573910,C
3573911,E
3574020,A
3574022,D
3574180,D
3574181,C
3574300,A
3574320,E
3574322,D
3574590,E
3574591,A
3574592,A
3574750,E
3574751,B
3574780,C
3574781,D
3574930,B
3574932,C
3574980,C
3574981,B
3574982,D
3575010,C
3575011,C
3575012,C
3575260,A
3575261,B
3575262,A
3575290,E
3575291,A
3575292,A
3575320,C
3575421,A
3575520,B
3575521,C
3575522,A
3575672,A
3575780,B
3575781,C
3575782,A
3575860,C
3575861,E
3575862,C
3576042,E
3576330,D
3576331,C
3576590,C
3576591,D
3576592,D
3577370,D
3577371,B
3577420,E
3577421,D
3577422,E
3577430,A
3577431,D
3577432,A
3577480,E
3577481,D
3577482,A
3577580,B
3577582,E
3577820,B
3577821,C
3577822,B
3578051,A
3578081,A
3578082,E
3578141,D
